"1","http://stuex.nju.edu.cn"
"2","http://stuex.nju.edu.cn/en"
"3","http://stuex.nju.edu.cn/a/syhd/2015/0714/6.html"
"4","http://stuex.nju.edu.cn/a/syhd/2015/0714/5.html"
"5","http://stuex.nju.edu.cn/a/syhd/2015/0714/4.html"
"6","http://stuex.nju.edu.cn/a/syhd/2015/0714/2.html"
"7","http://stuex.nju.edu.cn/a/syhd/2015/0714/1.html"
"8","http://stuex.nju.edu.cn/a/gywm"
"9","http://stuex.nju.edu.cn/a/gywm/ryzz"
"10","http://stuex.nju.edu.cn/a/lhlx/ndjj"
"11","http://stuex.nju.edu.cn/plus/list.php?tid=3"
"12","http://stuex.nju.edu.cn/plus/list.php?tid=4"
"13","http://stuex.nju.edu.cn/plus/list.php?tid=5"
"14","http://stuex.nju.edu.cn/a/lhlx/dwxh"
"15","http://stuex.nju.edu.cn/a/tztg"
"16","http://stuex.nju.edu.cn/a/cglx"
"17","http://stuex.nju.edu.cn/a/lhlx/index.html"
"18","http://stuex.nju.edu.cn/a/gzzd"
"19","http://stuex.nju.edu.cn/a/tbxm"
"20","http://stuex.nju.edu.cn/plus/list.php?tid=212"
"21","http://stuex.nju.edu.cn/a/qita/20161111/1348.html"
"22","http://stuex.nju.edu.cn/a/geleihuodong/20161012/1300.html"
"23","http://stuex.nju.edu.cn/a/liuxueshuominghui/20160912/1226.html"
"24","http://stuex.nju.edu.cn/a/qita/20160718/1185.html"
"25","http://stuex.nju.edu.cn/a/qita/20160707/1181.html"
"26","http://stuex.nju.edu.cn/a/liuxueshuominghui/20160504/1132.html"
"27","http://stuex.nju.edu.cn/a/changqixiangmu/20161130/1355.html"
"28","http://stuex.nju.edu.cn/a/changqixiangmu/20160919/1235.html"
"29","http://stuex.nju.edu.cn/a/changqixiangmu/20160919/1234.html"
"30","http://stuex.nju.edu.cn/a/changqixiangmu/20161114/1351.html"
"31","http://stuex.nju.edu.cn/a/duanqixiangmu/20161114/1350.html"
"32","http://stuex.nju.edu.cn/a/changqixiangmu/20161114/1349.html"
"33","http://stuex.nju.edu.cn/a/duanqixiangmu/20161110/1347.html"
"34","http://stuex.nju.edu.cn/a/changqixiangmu/20161102/1341.html"
"35","http://stuex.nju.edu.cn/a/changqixiangmu/20161031/1340.html"
"36","http://stuex.nju.edu.cn/a/changqixiangmu/20161031/1338.html"
"37","http://stuex.nju.edu.cn/a/changqixiangmu"
"38","http://stuex.nju.edu.cn/a/duanqixiangmu/20161110/1346.html"
"39","http://stuex.nju.edu.cn/a/duanqixiangmu/20161107/1343.html"
"40","http://stuex.nju.edu.cn/a/duanqixiangmu/20161107/1342.html"
"41","http://stuex.nju.edu.cn/a/duanqixiangmu/20161028/1337.html"
"42","http://stuex.nju.edu.cn/a/duanqixiangmu/20161018/1322.html"
"43","http://stuex.nju.edu.cn/a/duanqixiangmu/20161008/1286.html"
"44","http://stuex.nju.edu.cn/a/duanqixiangmu"
"45","http://stuex.nju.edu.cn/a/tebiexiangmu/20160928/1267.html"
"46","http://stuex.nju.edu.cn/a/tebiexiangmu/20160913/1228.html"
